fight date,fight weightclass,win method,rounds,time,Winner,Loser
"March 16, 2013",Featherweight,KO/TKO,1,3:06,Darren Elkins,Antonio Carvalho
"March 16, 2013",Welterweight,KO/TKO,1,4:42,Jordan Mein,Dan Miller
"March 16, 2013",Lightweight,U-DEC,3,5:00,John Makdessi,Daron Cruickshank
"March 16, 2013",Welterweight,KO/TKO,1,3:05,Rick Story,Quinn Mulhern
"March 16, 2013",Bantamweight,KO/TKO,2,0:26,TJ Dillashaw,Issei Tamura
"March 16, 2013",Bantamweight,U-DEC,3,5:00,George Roop,Reuben Duran
"March 02, 2013",Light Heavyweight,KO/TKO,2,4:08,Wanderlei Silva,Brian Stann
"March 02, 2013",Heavyweight,KO/TKO,3,1:44,Mark Hunt,Stefan Struve
"March 02, 2013",Lightweight,S-DEC,3,5:00,Diego Sanchez,Takanori Gomi
"March 02, 2013",Middleweight,S-DEC,3,5:00,Yushin Okami,Hector Lombard
"March 02, 2013",Featherweight,U-DEC,3,5:00,Rani Yahya,Mizuto Hirota
"March 02, 2013",Welterweight,U-DEC,3,5:00,Dong Hyun Kim,Siyar Bahadurzada
"March 02, 2013",Middleweight,U-DEC,3,5:00,Brad Tavares,Riki Fukuda
"March 02, 2013",Bantamweight,S-DEC,3,5:00,Takeya Mizugaki,Bryan Caraway
"March 02, 2013",Lightweight,U-DEC,3,5:00,Kazuki Tokudome,Cristiano Marcello
"March 02, 2013",Bantamweight,Overturned,3,5:00,Alex Caceres,Kyung Ho Kang
"March 02, 2013",Welterweight,KO/TKO,2,4:00,Hyun Gyu Lim,Marcelo Guimaraes
"February 23, 2013",Women's Bantamweight,SUB,1,4:49,Ronda Rousey,Liz Carmouche
"February 23, 2013",Light Heavyweight,S-DEC,3,5:00,Lyoto Machida,Dan Henderson
"February 23, 2013",Bantamweight,SUB,1,4:34,Urijah Faber,Ivan Menjivar
"February 23, 2013",Welterweight,U-DEC,3,5:00,Court McGee,Josh Neer
"February 23, 2013",Welterweight,KO/TKO,1,3:57,Robbie Lawler,Josh Koscheck
"February 23, 2013",Heavyweight,U-DEC,3,5:00,Brendan Schaub,Lavar Johnson
"February 23, 2013",Lightweight,SUB,2,2:29,Michael Chiesa,Anton Kuivanen
"February 23, 2013",Featherweight,S-DEC,3,5:00,Dennis Bermudez,Matt Grice
"February 23, 2013",Lightweight,S-DEC,3,5:00,Sam Stout,Caros Fodor
"February 23, 2013",Welterweight,SUB,1,2:57,Kenny Robertson,Brock Jardine
"February 23, 2013",Welterweight,U-DEC,3,5:00,Neil Magny,Jon Manley
"February 23, 2013",Welterweight,U-DEC,3,5:00,Nah-Shon Burrell,Yuri Villefort
"February 16, 2013",Bantamweight,SUB,4,3:57,Renan Barao,Michael McDonald
"February 16, 2013",Featherweight,U-DEC,3,5:00,Cub Swanson,Dustin Poirier
"February 16, 2013",Light Heavyweight,KO/TKO,1,5:00,Jimi Manuwa,Cyrille Diabate
"February 16, 2013",Welterweight,U-DEC,3,5:00,Gunnar Nelson,Jorge Santiago
"February 16, 2013",Light Heavyweight,U-DEC,3,5:00,James Te Huna,Ryan Jimmo
"February 16, 2013",Welterweight,Overturned,3,5:00,Che Mills,Matthew Riddle
"February 16, 2013",Lightweight,U-DEC,3,5:00,Renee Forte,Terry Etim
"February 16, 2013",Lightweight,U-DEC,3,5:00,Danny Castillo,Paul Sass
"February 16, 2013",Featherweight,U-DEC,3,5:00,Andy Ogle,Josh Grispi
"February 16, 2013",Middleweight,KO/TKO,2,4:42,Tom Watson,Stanislav Nedkov
"February 16, 2013",Bantamweight,U-DEC,3,5:00,Vaughan Lee,Motonobu Tezuka
"February 16, 2013",Flyweight,U-DEC,3,5:00,Phil Harris,Ulysses Gomez
"February 02, 2013",Featherweight,U-DEC,5,5:00,Jose Aldo,Frankie Edgar
"February 02, 2013",Light Heavyweight,U-DEC,3,5:00,Rogerio Nogueira,Rashad Evans
"February 02, 2013",Heavyweight,KO/TKO,3,0:25,Antonio Silva,Alistair Overeem
"February 02, 2013",Welterweight,U-DEC,3,5:00,Demian Maia,Jon Fitch
"February 02, 2013",Flyweight,U-DEC,3,5:00,Joseph Benavidez,Ian McCall
"February 02, 2013",Lightweight,S-DEC,3,5:00,Evan Dunham,Gleison Tibau
"February 02, 2013",Welterweight,KO/TKO,1,0:36,Tyron Woodley,Jay Hieron
"February 02, 2013",Lightweight,SUB,3,4:25,Bobby Green,Jacob Volkmann
"February 02, 2013",Lightweight,S-DEC,3,5:00,Isaac Vallie-Flagg,Yves Edwards
"February 02, 2013",Bantamweight,SUB,3,1:50,Dustin Kimura,Chico Camus
"February 02, 2013",Bantamweight,KO/TKO,2,4:20,Francisco Rivera,Edwin Figueroa
"January 26, 2013",Flyweight,U-DEC,5,5:00,Demetrious Johnson,John Dodson
"January 26, 2013",Light Heavyweight,U-DEC,3,5:00,Glover Teixeira,Quinton Jackson
"January 26, 2013",Lightweight,KO/TKO,1,2:35,Anthony Pettis,Donald Cerrone
"January 26, 2013",Featherweight,KO/TKO,2,2:32,Ricardo Lamas,Erik Koch
"January 26, 2013",Lightweight,KO/TKO,1,4:51,TJ Grant,Matt Wiman
"January 26, 2013",Featherweight,S-DEC,3,5:00,Clay Guida,Hatsu Hioki
"January 26, 2013",Welterweight,U-DEC,3,5:00,Pascal Krauss,Mike Stumpf
"January 26, 2013",Light Heavyweight,SUB,1,0:50,Ryan Bader,Vladimir Matyushenko
"January 26, 2013",Heavyweight,KO/TKO,2,3:48,Shawn Jordan,Mike Russow
"January 26, 2013",Middleweight,SUB,3,2:13,Rafael Natal,Sean Spencer
"January 26, 2013",Welterweight,U-DEC,3,5:00,David Mitchell,Simeon Thoresen
"January 19, 2013",Middleweight,KO/TKO,2,1:27,Vitor Belfort,Michael Bisping
"January 19, 2013",Middleweight,S-DEC,3,5:00,CB Dollaway,Daniel Sarafian
"January 19, 2013",Heavyweight,SUB,2,1:01,Gabriel Gonzaga,Ben Rothwell
"January 19, 2013",Lightweight,KO/TKO,1,1:55,Khabib Nurmagomedov,Thiago Tavares
"January 19, 2013",Featherweight,S-DEC,3,5:00,Godofredo Pepey,Milton Vieira
"January 19, 2013",Middleweight,U-DEC,3,5:00,Ronny Markes,Andrew Craig
"January 19, 2013",Featherweight,U-DEC,3,5:00,Nik Lentz,Diego Nunes
"January 19, 2013",Lightweight,KO/TKO,1,2:38,Edson Barboza,Lucas Martins
"January 19, 2013",Bantamweight,CNC,1,2:11,Iuri Alcantara,Pedro Nobre
"January 19, 2013",Light Heavyweight,SUB,2,2:39,Ildemar Alcantara,Wagner Prado
"January 19, 2013",Lightweight,SUB,2,1:50,Francisco Trinaldo,CJ Keith
"December 29, 2012",Heavyweight,U-DEC,5,5:00,Cain Velasquez,Junior Dos Santos
"December 29, 2012",Lightweight,U-DEC,3,5:00,Jim Miller,Joe Lauzon
"December 29, 2012",Middleweight,KO/TKO,3,2:11,Constantinos Philippou,Tim Boetsch
"December 29, 2012",Middleweight,U-DEC,3,5:00,Yushin Okami,Alan Belcher
"December 29, 2012",Middleweight,U-DEC,3,5:00,Derek Brunson,Chris Leben
"December 29, 2012",Bantamweight,S-DEC,3,5:00,Eddie Wineland,Brad Pickett
"December 29, 2012",Bantamweight,KO/TKO,1,3:50,Erik Perez,Byron Bloodworth
"December 29, 2012",Lightweight,S-DEC,3,5:00,Jamie Varner,Melvin Guillard
"December 29, 2012",Lightweight,U-DEC,3,5:00,Myles Jury,Michael Johnson
"December 29, 2012",Heavyweight,KO/TKO,1,2:04,Todd Duffee,Philip De Fries
"December 29, 2012",Featherweight,S-DEC,3,5:00,Max Holloway,Leonard Garcia
"December 29, 2012",Flyweight,SUB,3,1:11,John Moraga,Chris Cariaso
"December 15, 2012",Heavyweight,KO/TKO,1,2:58,Roy Nelson,Matt Mitrione
"December 15, 2012",Welterweight,U-DEC,3,5:00,Colton Smith,Mike Ricci
"December 15, 2012",Heavyweight,KO/TKO,2,0:26,Pat Barry,Shane del Rosario
"December 15, 2012",Featherweight,SUB,1,4:15,Dustin Poirier,Jonathan Brookins
"December 15, 2012",Welterweight,KO/TKO,1,1:55,Mike Pyle,James Head
"December 15, 2012",Bantamweight,KO/TKO,2,1:00,Johnny Bedford,Marcos Vinicius
"December 15, 2012",Lightweight,KO/TKO,1,2:15,Rustam Khabilov,Vinc Pichel
"December 15, 2012",Welterweight,SUB,2,1:04,TJ Waldburger,Nick Catone
"December 15, 2012",Bantamweight,KO/TKO,1,4:05,Hugo Viana,Reuben Duran
"December 15, 2012",Lightweight,SUB,3,4:11,Mike Rio,John Cofer
"December 15, 2012",Flyweight,U-DEC,3,5:00,Tim Elliott,Jared Papazian
"December 14, 2012",Lightweight,KO/TKO,3,0:41,Ross Pearson,George Sotiropoulos
"December 14, 2012",Welterweight,U-DEC,3,5:00,Robert Whittaker,Brad Scott
"December 14, 2012",Lightweight,U-DEC,3,5:00,Norman Parke,Colin Fletcher
"December 14, 2012",Middleweight,KO/TKO,1,3:38,Hector Lombard,Rousimar Palhares
"December 14, 2012",Featherweight,KO/TKO,1,1:55,Chad Mendes,Yaotzin Meza
"December 14, 2012",Light Heavyweight,Overturned,3,5:00,Igor Pokrajac,Joey Beltran
"December 14, 2012",Welterweight,U-DEC,3,5:00,Mike Pierce,Seth Baczynski
"December 14, 2012",Welterweight,KO/TKO,1,4:57,Ben Alloway,Manuel Rodriguez
"December 14, 2012",Lightweight,U-DEC,3,5:00,Mike Wilkinson,Brendan Loughnane
"December 14, 2012",Light Heavyweight,KO/TKO,1,4:35,Cody Donovan,Nick Penner
"December 08, 2012",Lightweight,U-DEC,5,5:00,Benson Henderson,Nate Diaz
"December 08, 2012",Light Heavyweight,U-DEC,3,5:00,Alexander Gustafsson,Mauricio Rua
"December 08, 2012",Welterweight,U-DEC,3,5:00,Rory MacDonald,BJ Penn
"December 08, 2012",Welterweight,KO/TKO,2,2:31,Matt Brown,Mike Swick
"December 08, 2012",Lightweight,KO/TKO,1,1:55,Yves Edwards,Jeremy Stephens
"December 08, 2012",Bantamweight,U-DEC,3,5:00,Raphael Assuncao,Mike Easton
"December 08, 2012",Lightweight,U-DEC,3,5:00,Ramsey Nijem,Joe Proctor
"December 08, 2012",Lightweight,KO/TKO,2,2:57,Daron Cruickshank,Henry Martinez
"December 08, 2012",Lightweight,KO/TKO,2,3:56,Abel Trujillo,Marcus LeVesseur
"December 08, 2012",Featherweight,U-DEC,3,5:00,Dennis Siver,Nam Phan
"December 08, 2012",Bantamweight,SUB,1,4:59,Scott Jorgensen,John Albert
"November 17, 2012",Welterweight,U-DEC,5,5:00,Georges St-Pierre,Carlos Condit
"November 17, 2012",Welterweight,KO/TKO,1,0:46,Johny Hendricks,Martin Kampmann
"November 17, 2012",Middleweight,S-DEC,3,5:00,Francis Carmont,Tom Lawlor
"November 17, 2012",Lightweight,U-DEC,3,5:00,Rafael Dos Anjos,Mark Bocek
"November 17, 2012",Featherweight,U-DEC,3,5:00,Pablo Garza,Mark Hominick
"November 17, 2012",Middleweight,DQ,1,1:26,Patrick Cote,Alessio Sakara
"November 17, 2012",Light Heavyweight,SUB,1,2:24,Cyrille Diabate,Chad Griggs
"November 17, 2012",Lightweight,U-DEC,3,5:00,John Makdessi,Sam Stout
"November 17, 2012",Featherweight,S-DEC,3,5:00,Antonio Carvalho,Rodrigo Damm
"November 17, 2012",Welterweight,U-DEC,3,5:00,Matthew Riddle,John Maguire
"November 17, 2012",Bantamweight,SUB,1,2:44,Ivan Menjivar,Azamat Gashimov
"November 17, 2012",Featherweight,U-DEC,3,5:00,Darren Elkins,Steven Siler
"November 10, 2012",Middleweight,KO/TKO,1,2:17,Cung Le,Rich Franklin
"November 10, 2012",Light Heavyweight,Overturned,3,1:45,Thiago Silva,Stanislav Nedkov
"November 10, 2012",Welterweight,U-DEC,3,5:00,Dong Hyun Kim,Paulo Thiago
"November 10, 2012",Lightweight,S-DEC,3,5:00,Takanori Gomi,Mac Danzig
"November 10, 2012",Lightweight,U-DEC,3,5:00,Jon Tuck,Zhang Tiequan
"November 10, 2012",Bantamweight,U-DEC,3,5:00,Takeya Mizugaki,Jeff Hougland
"November 10, 2012",Bantamweight,S-DEC,3,5:00,Alex Caceres,Motonobu Tezuka
"November 10, 2012",Flyweight,U-DEC,3,5:00,John Lineker,Yasuhiro Urushitani
"November 10, 2012",Middleweight,U-DEC,3,5:00,Riki Fukuda,Tom DeBlass
"October 13, 2012",Light Heavyweight,KO/TKO,1,4:40,Anderson Silva,Stephan Bonnar
"October 13, 2012",Heavyweight,SUB,2,4:31,Antonio Rodrigo Nogueira,Dave Herman
"October 13, 2012",Light Heavyweight,KO/TKO,2,5:00,Glover Teixeira,Fabio Maldonado
"October 13, 2012",Welterweight,U-DEC,3,5:00,Jon Fitch,Erick Silva
"October 13, 2012",Light Heavyweight,SUB,2,4:29,Phil Davis,Wagner Prado
"October 13, 2012",Welterweight,SUB,1,2:30,Demian Maia,Rick Story
"October 13, 2012",Featherweight,KO/TKO,2,4:16,Rony Jason,Sam Sicilia
"October 13, 2012",Lightweight,U-DEC,3,5:00,Gleison Tibau,Francisco Trinaldo
"October 13, 2012",Featherweight,U-DEC,3,5:00,Diego Brandao,Joey Gambino
"October 13, 2012",Welterweight,SUB,3,3:10,Sergio Moraes,Renee Forte
"October 13, 2012",Middleweight,U-DEC,3,5:00,Chris Camozzi,Luiz Cane
"October 13, 2012",Lightweight,S-DEC,3,5:00,Cristiano Marcello,Reza Madadi
"October 05, 2012",Heavyweight,KO/TKO,1,3:27,Antonio Silva,Travis Browne
"October 05, 2012",Welterweight,U-DEC,3,5:00,Jake Ellenberger,Jay Hieron
"October 05, 2012",Flyweight,KO/TKO,2,4:35,John Dodson,Jussier Formiga
"October 05, 2012",Welterweight,SUB,1,0:45,Justin Edwards,Josh Neer
"October 05, 2012",Lightweight,KO/TKO,2,1:06,Michael Johnson,Danny Castillo
"October 05, 2012",Welterweight,KO/TKO,2,0:29,Mike Pierce,Aaron Simpson
"October 05, 2012",Lightweight,S-DEC,3,5:00,Marcus LeVesseur,Carlo Prater
"October 05, 2012",Lightweight,SUB,1,2:38,Jacob Volkmann,Shane Roller
"October 05, 2012",Featherweight,U-DEC,3,5:00,Diego Nunes,Bart Palaszewski
"October 05, 2012",Flyweight,SUB,2,3:38,Darren Uyenoyama,Phil Harris
"September 29, 2012",Heavyweight,KO/TKO,2,3:50,Stefan Struve,Stipe Miocic
"September 29, 2012",Welterweight,U-DEC,3,5:00,Dan Hardy,Amir Sadollah
"September 29, 2012",Bantamweight,KO/TKO,1,3:40,Brad Pickett,Yves Jabouin
"September 29, 2012",Lightweight,SUB,1,3:48,Matt Wiman,Paul Sass
"September 29, 2012",Welterweight,U-DEC,3,5:00,John Hathaway,John Maguire
"September 29, 2012",Welterweight,KO/TKO,1,2:28,Che Mills,Duane Ludwig
"September 29, 2012",Light Heavyweight,KO/TKO,2,5:00,Jimi Manuwa,Kyle Kingsbury
"September 29, 2012",Featherweight,S-DEC,3,5:00,Akira Corassani,Andy Ogle
"September 29, 2012",Middleweight,S-DEC,3,5:00,Brad Tavares,Tom Watson
"September 29, 2012",Catch Weight,SUB,1,3:34,Gunnar Nelson,DaMarques Johnson
"September 29, 2012",Featherweight,KO/TKO,1,0:23,Robert Peralta,Jason Young
"September 22, 2012",Light Heavyweight,SUB,4,0:54,Jon Jones,Vitor Belfort
"September 22, 2012",Flyweight,S-DEC,5,5:00,Demetrious Johnson,Joseph Benavidez
"September 22, 2012",Middleweight,U-DEC,3,5:00,Michael Bisping,Brian Stann
"September 22, 2012",Light Heavyweight,U-DEC,3,5:00,Matt Hamill,Roger Hollett
"September 22, 2012",Featherweight,KO/TKO,1,2:40,Cub Swanson,Charles Oliveira
"September 22, 2012",Light Heavyweight,SUB,2,1:14,Vinny Magalhaes,Igor Pokrajac
"September 22, 2012",Lightweight,U-DEC,3,5:00,TJ Grant,Evan Dunham
"September 22, 2012",Welterweight,U-DEC,3,5:00,Sean Pierson,Lance Benoist
"September 22, 2012",Featherweight,U-DEC,3,5:00,Marcus Brimage,Jimy Hettes
"September 22, 2012",Welterweight,KO/TKO,1,4:10,Seth Baczynski,Simeon Thoresen
"September 22, 2012",Bantamweight,SUB,1,1:09,Mitch Gagnon,Walel Watson
"September 22, 2012",Welterweight,KO/TKO,1,0:45,Kyle Noke,Charlie Brenneman
"August 11, 2012",Lightweight,S-DEC,5,5:00,Benson Henderson,Frankie Edgar
"August 11, 2012",Lightweight,KO/TKO,1,1:16,Donald Cerrone,Melvin Guillard
"August 11, 2012",Middleweight,Overturned,3,5:00,Jake Shields,Ed Herman
"August 11, 2012",Middleweight,KO/TKO,2,3:05,Yushin Okami,Buddy Roberts
"August 11, 2012",Featherweight,KO/TKO,2,4:49,Max Holloway,Justin Lawrence
"August 11, 2012",Featherweight,SUB,1,4:43,Dennis Bermudez,Tommy Hayden
"August 11, 2012",Middleweight,KO/TKO,2,2:16,Michael Kuiper,Jared Hamman
"August 11, 2012",Bantamweight,KO/TKO,1,0:17,Erik Perez,Ken Stone
"August 11, 2012",Bantamweight,U-DEC,3,5:00,Chico Camus,Dustin Pague
"August 11, 2012",Featherweight,KO/TKO,1,3:45,Nik Lentz,Eiji Mitsuoka
"August 04, 2012",Light Heavyweight,KO/TKO,4,4:09,Mauricio Rua,Brandon Vera
"August 04, 2012",Light Heavyweight,KO/TKO,2,1:32,Lyoto Machida,Ryan Bader
"August 04, 2012",Lightweight,SUB,3,2:44,Joe Lauzon,Jamie Varner
"August 04, 2012",Welterweight,KO/TKO,2,1:20,Mike Swick,DaMarques Johnson
"August 04, 2012",Featherweight,S-DEC,3,5:00,Nam Phan,Cole Miller
"August 04, 2012",Light Heavyweight,CNC,1,1:28,Phil Davis,Wagner Prado
"August 04, 2012",Featherweight,SUB,1,3:15,Rani Yahya,Josh Grispi
"August 04, 2012",Heavyweight,SUB,2,4:16,Philip De Fries,Oli Thompson
"August 04, 2012",Featherweight,U-DEC,3,5:00,Manvel Gamburyan,Michihiro Omigawa
"August 04, 2012",Flyweight,KO/TKO,1,3:46,John Moraga,Ulysses Gomez
"July 21, 2012",Bantamweight,U-DEC,5,5:00,Renan Barao,Urijah Faber
"July 21, 2012",Middleweight,S-DEC,3,5:00,Tim Boetsch,Hector Lombard
"July 21, 2012",Heavyweight,U-DEC,3,5:00,Cheick Kongo,Shawn Jordan
"July 21, 2012",Welterweight,S-DEC,3,5:00,James Head,Brian Ebersole
"July 21, 2012",Welterweight,Overturned,3,2:02,Chris Clements,Matthew Riddle
"July 21, 2012",Middleweight,U-DEC,3,5:00,Nick Ring,Court McGee
"July 21, 2012",Bantamweight,Overturned,1,4:19,Roland Delorme,Francisco Rivera
"July 21, 2012",Light Heavyweight,KO/TKO,1,0:07,Ryan Jimmo,Anthony Perosh
"July 21, 2012",Bantamweight,SUB,3,1:39,Bryan Caraway,Mitch Gagnon
"July 21, 2012",Featherweight,KO/TKO,1,1:11,Antonio Carvalho,Daniel Pineda
"July 21, 2012",Lightweight,S-DEC,3,5:00,Anton Kuivanen,Mitch Clarke
"July 11, 2012",Middleweight,KO/TKO,2,1:37,Chris Weidman,Mark Munoz
"July 11, 2012",Light Heavyweight,U-DEC,3,5:00,James Te Huna,Joey Beltran
"July 11, 2012",Welterweight,U-DEC,3,5:00,Aaron Simpson,Kenny Robertson
"July 11, 2012",Middleweight,SUB,2,1:39,Francis Carmont,Karlos Vemola
"July 11, 2012",Bantamweight,SUB,1,2:33,TJ Dillashaw,Vaughan Lee
"July 11, 2012",Lightweight,U-DEC,3,5:00,Rafael Dos Anjos,Anthony Njokuani
"July 11, 2012",Bantamweight,SUB,2,1:27,Alex Caceres,Damacio Page
"July 11, 2012",Flyweight,U-DEC,3,5:00,Chris Cariaso,Josh Ferguson
"July 11, 2012",Middleweight,KO/TKO,2,4:52,Andrew Craig,Rafael Natal
"July 11, 2012",Welterweight,S-DEC,3,5:00,Marcelo Guimaraes,Dan Stittgen
"July 11, 2012",Bantamweight,KO/TKO,2,0:25,Raphael Assuncao,Issei Tamura
"July 07, 2012",Middleweight,KO/TKO,2,1:55,Anderson Silva,Chael Sonnen
"July 07, 2012",Light Heavyweight,U-DEC,3,5:00,Forrest Griffin,Tito Ortiz
"July 07, 2012",Middleweight,U-DEC,3,5:00,Cung Le,Patrick Cote
"July 07, 2012",Welterweight,KO/TKO,1,0:47,Demian Maia,Dong Hyun Kim
"July 07, 2012",Featherweight,KO/TKO,1,0:31,Chad Mendes,Cody McKenzie
"July 07, 2012",Bantamweight,U-DEC,3,5:00,Mike Easton,Ivan Menjivar
"July 07, 2012",Lightweight,U-DEC,3,5:00,Melvin Guillard,Fabricio Camoes
"July 07, 2012",Lightweight,U-DEC,3,5:00,Khabib Nurmagomedov,Gleison Tibau
"July 07, 2012",Middleweight,U-DEC,3,5:00,Constantinos Philippou,Riki Fukuda
"July 07, 2012",Lightweight,U-DEC,3,5:00,Shane Roller,John Alessio
"July 07, 2012",Lightweight,U-DEC,3,5:00,Rafaello Oliveira,Yoislandy Izquierdo
"June 23, 2012",Catch Weight,U-DEC,5,5:00,Rich Franklin,Wanderlei Silva
"June 23, 2012",Middleweight,U-DEC,3,5:00,Cezar Ferreira,Sergio Moraes
"June 23, 2012",Featherweight,U-DEC,3,5:00,Rony Jason,Godofredo Pepey
"June 23, 2012",Heavyweight,KO/TKO,1,2:28,Fabricio Werdum,Mike Russow
"June 23, 2012",Featherweight,U-DEC,3,5:00,Hacran Dias,Iuri Alcantara
"June 23, 2012",Featherweight,SUB,1,2:12,Rodrigo Damm,Anistavio Medeiros
"June 23, 2012",Middleweight,KO/TKO,1,4:21,Francisco Trinaldo,Delson Heleno
"June 23, 2012",Featherweight,S-DEC,3,5:00,Hugo Viana,John Teixeira
"June 23, 2012",Middleweight,KO/TKO,3,0:41,Thiago Perpetuo,Leonardo Mafra
"June 23, 2012",Featherweight,KO/TKO,3,1:04,Marcos Vinicius,Wagner Campos
"June 23, 2012",Featherweight,S-DEC,3,5:00,Felipe Arantes,Milton Vieira
"June 22, 2012",Lightweight,S-DEC,5,5:00,Gray Maynard,Clay Guida
"June 22, 2012",Lightweight,U-DEC,3,5:00,Sam Stout,Spencer Fisher
"June 22, 2012",Welterweight,U-DEC,3,5:00,Brian Ebersole,TJ Waldburger
"June 22, 2012",Featherweight,KO/TKO,2,4:14,Cub Swanson,Ross Pearson
"June 22, 2012",Featherweight,U-DEC,3,5:00,Ricardo Lamas,Hatsu Hioki
"June 22, 2012",Lightweight,KO/TKO,1,2:29,Ramsey Nijem,CJ Keith
"June 22, 2012",Welterweight,U-DEC,3,5:00,Rick Story,Brock Jardine
"June 22, 2012",Featherweight,SUB,1,2:47,Steven Siler,Joey Gambino
"June 22, 2012",Middleweight,KO/TKO,3,1:51,Chris Camozzi,Nick Catone
"June 22, 2012",Welterweight,KO/TKO,2,4:20,Matt Brown,Luis Ramos
"June 22, 2012",Welterweight,SUB,3,3:12,Dan Miller,Ricardo Funch
"June 22, 2012",Bantamweight,S-DEC,3,5:00,Ken Stone,Dustin Pague
"June 08, 2012",Flyweight,U-DEC,3,5:00,Demetrious Johnson,Ian McCall
"June 08, 2012",Welterweight,SUB,1,4:33,Erick Silva,Charlie Brenneman
"June 08, 2012",Welterweight,KO/TKO,1,4:56,Mike Pyle,Josh Neer
"June 08, 2012",Bantamweight,KO/TKO,2,4:10,Eddie Wineland,Scott Jorgensen
"June 08, 2012",Welterweight,U-DEC,3,5:00,Mike Pierce,Carlos Eduardo Rocha
"June 08, 2012",Welterweight,S-DEC,3,5:00,Seth Baczynski,Lance Benoist
"June 08, 2012",Featherweight,U-DEC,3,5:00,Matt Grice,Leonard Garcia
"June 08, 2012",Bantamweight,SUB,1,3:21,Dustin Pague,Jared Papazian
"June 08, 2012",Lightweight,KO/TKO,1,1:06,Tim Means,Justin Salas
"June 08, 2012",Middleweight,U-DEC,3,5:00,Buddy Roberts,Caio Magalhaes
"June 08, 2012",Lightweight,S-DEC,3,5:00,Henry Martinez,Bernardo Magalhaes
"June 08, 2012",Welterweight,U-DEC,3,5:00,Sean Pierson,Jake Hecht
"June 01, 2012",Welterweight,KO/TKO,2,1:40,Martin Kampmann,Jake Ellenberger
"June 01, 2012",Lightweight,SUB,1,2:47,Michael Chiesa,Al Iaquinta
"June 01, 2012",Featherweight,SUB,2,2:42,Charles Oliveira,Jonathan Brookins
"June 01, 2012",Featherweight,U-DEC,3,5:00,Max Holloway,Pat Schilling
"June 01, 2012",Lightweight,KO/TKO,3,0:19,Justin Lawrence,John Cofer
"June 01, 2012",Lightweight,U-DEC,3,5:00,Daron Cruickshank,Chris Tickle
"June 01, 2012",Lightweight,SUB,1,4:03,Myles Jury,Chris Saunders
"June 01, 2012",Lightweight,KO/TKO,2,2:53,Sam Sicilia,Cristiano Marcello
"June 01, 2012",Lightweight,KO/TKO,1,1:59,Joe Proctor,Jeremy Larsen
"June 01, 2012",Bantamweight,SUB,1,4:18,Erik Perez,John Albert
"May 26, 2012",Heavyweight,KO/TKO,2,3:04,Junior Dos Santos,Frank Mir
"May 26, 2012",Heavyweight,KO/TKO,1,3:36,Cain Velasquez,Antonio Silva
"May 26, 2012",Heavyweight,KO/TKO,1,0:51,Roy Nelson,Dave Herman
"May 26, 2012",Heavyweight,KO/TKO,2,3:14,Stipe Miocic,Shane del Rosario
"May 26, 2012",Heavyweight,SUB,1,1:05,Stefan Struve,Lavar Johnson
"May 26, 2012",Featherweight,U-DEC,3,5:00,Darren Elkins,Diego Brandao
"May 26, 2012",Lightweight,KO/TKO,1,3:23,Jamie Varner,Edson Barboza
"May 26, 2012",Middleweight,U-DEC,3,5:00,CB Dollaway,Jason Miller
"May 26, 2012",Welterweight,KO/TKO,1,3:51,Dan Hardy,Duane Ludwig
"May 26, 2012",Lightweight,SUB,1,1:54,Paul Sass,Jacob Volkmann
"May 26, 2012",Light Heavyweight,SUB,1,1:53,Glover Teixeira,Kyle Kingsbury
"May 26, 2012",Featherweight,U-DEC,3,5:00,Mike Brown,Daniel Pineda
"May 15, 2012",Featherweight,SUB,4,1:07,Chan Sung Jung,Dustin Poirier
"May 15, 2012",Welterweight,S-DEC,3,5:00,Amir Sadollah,Jorge Lopez
"May 15, 2012",Lightweight,U-DEC,3,5:00,Donald Cerrone,Jeremy Stephens
"May 15, 2012",Bantamweight,U-DEC,3,5:00,Yves Jabouin,Jeff Hougland
"May 15, 2012",Light Heavyweight,U-DEC,3,5:00,Igor Pokrajac,Fabio Maldonado
"May 15, 2012",Middleweight,KO/TKO,1,0:50,Tom Lawlor,Jason MacDonald
"May 15, 2012",Middleweight,U-DEC,3,5:00,Brad Tavares,Dongi Yang
"May 15, 2012",Lightweight,SUB,1,3:05,Cody McKenzie,Marcus LeVesseur
"May 15, 2012",Lightweight,U-DEC,3,5:00,TJ Grant,Carlo Prater
